Start Date,End Date,Employer ID,Employer City,Employer State,Number of Slots,Price Paid,Marketplace Value Delivered,Applications,Renewed?
24-Mar-16,23-Mar-17,58757,Fort Lauderdale,Florida,15,"$12,530","$3,032",259,1
24-Mar-16,23-Mar-17,32506,na,na,25,"$21,480","$5,431",346,0
24-Mar-16,23-Mar-17,58738,Athens,Georgia,15,"$12,888","$1,003",126,0
24-Mar-16,23-Mar-17,58737,New York,New York State,15,"$10,740","$4,074",462,1
24-Mar-16,23-Mar-17,32281,Reno,Nevada,50,"$34,010","$8,792",901,1
24-Mar-16,23-Mar-17,58793,Singapore,0,15,"$10,740","$6,916","1,036",1
24-Mar-16,23-Mar-17,58761,na,na,15,"$21,480","$7,240",406,1
24-Mar-16,23-Mar-17,58743,New Orleans,Louisiana,15,"$12,530","$7,294",477,0
24-Mar-16,23-Mar-17,58740,Lafayette,Colorado,15,"$14,320","$8,874",976,1
24-Mar-16,23-Mar-17,58828,Los Angeles,California,15,"$10,740","$8,881",949,0
24-Mar-16,23-Mar-17,58829,Palo Alto,California,50,"$26,850","$35,044","2,669",1
24-Mar-16,23-Mar-17,4359,Bensenville,Illinois,35,"$22,375","$26,937","2,118",1
24-Mar-16,23-Mar-17,58833,Milwaukee,Wisconsin,20,"$14,320","$16,458","1,387",1
24-Mar-16,23-Mar-17,58741,Columbus,Ohio,20,"$14,320","$21,755","2,126",1
23-Mar-16,22-Mar-17,58618,Woodway,Texas,15,"$10,740","$3,316",309,1
23-Mar-16,22-Mar-17,58612,Surprise,Arizona,15,"$11,635","$5,296",560,1
23-Mar-16,22-Mar-17,58617,Los Angeles,California,15,"$10,740","$8,864",913,0
23-Mar-16,22-Mar-17,58591,Richmond,Virginia,15,"$13,425","$12,246","1,476",1
23-Mar-16,28-Jun-16,58616,Columbia,Maryland,20,"$14,320","$4,565",321,0
23-Mar-16,22-Mar-17,32143,East Saint Louis,Illinois,15,"$14,320","$18,848","1,267",1
22-Mar-16,21-Mar-17,58561,na,na,20,"$14,320",$148,24,0
22-Mar-16,21-Mar-17,58562,Atlanta,Georgia,25,"$17,900","$6,948",854,1
22-Mar-16,21-Mar-17,58558,Dallas,Texas,15,"$12,530","$5,973",564,1
22-Mar-16,21-Mar-17,31348,na,na,25,"$18,902","$11,613","1,876",1
22-Mar-16,21-Mar-17,58614,Fremont,California,200,"$107,400","$104,373","8,201",1
22-Mar-16,21-Mar-17,58559,Gunnison,Colorado,15,"$10,740","$9,423",689,0
22-Mar-16,21-Mar-17,30931,Boston,Massachusetts,100,"$53,700","$66,128","6,297",1
22-Mar-16,21-Mar-17,58486,Springfield,Massachusetts,50,"$33,115","$57,540","4,150",1
21-Mar-16,20-Mar-17,13563,na,na,25,"$29,535",$11,1,1
21-Mar-16,20-Mar-17,58553,na,na,20,"$14,320","$3,766",775,1
21-Mar-16,20-Mar-17,520,Hamilton,Ontario,15,"$16,110","$3,774",246,0
21-Mar-16,20-Mar-17,58328,Spokane,Washington State,20,"$13,425","$5,637",968,1
21-Mar-16,20-Mar-17,58329,White Plains,New York State,15,"$10,740","$6,900",658,1
21-Mar-16,20-Mar-17,58350,Vancouver,British Columbia,15,"$10,740","$8,445",528,1
21-Mar-16,20-Sep-16,57303,Orlando,Florida,75,"$24,165","$8,589","1,014",0
21-Mar-16,20-Mar-17,58446,Philadelphia,Pennsylvania,15,"$10,740","$10,555",667,1
21-Mar-16,20-Mar-17,58491,Cumberland,Rhode Island,15,"$10,740","$14,195","1,302",0
20-Mar-16,19-Mar-17,58296,Richmond,Virginia,15,"$14,320","$8,030",957,1
20-Mar-16,19-Mar-17,13563,Sacramento,California,25,"$29,535","$31,698","2,342",1
19-Mar-16,18-Mar-17,31966,Atlanta,Georgia,25,"$21,480","$6,522",628,0
19-Mar-16,18-Mar-17,31937,Arlington,Virginia,20,"$15,215","$11,865",821,1
19-Mar-16,18-Mar-17,31941,Ormond Beach,Florida,25,"$18,043","$20,491","2,242",1
19-Mar-16,18-Mar-17,14267,San Francisco,California,25,"$22,991","$25,774","1,852",1
18-Mar-16,17-Mar-17,58160,na,na,15,"$11,635","$3,458",434,1
18-Mar-16,17-Mar-17,58154,New York,New York State,15,"$12,530","$6,814",725,1
18-Mar-16,17-Mar-17,58297,Glenview,Illinois,50,"$39,380","$32,602","2,464",1
18-Mar-16,17-Mar-17,31938,Seattle,Washington State,25,"$16,737","$12,201",864,0
18-Mar-16,17-Mar-17,58159,Norwalk,Connecticut,15,"$13,425","$7,385",635,1
18-Mar-16,17-Mar-17,58156,New York,New York State,20,"$13,783","$9,984","1,032",0
18-Mar-16,17-Mar-17,58158,Keller,Texas,20,"$13,425","$12,901",839,1
18-Mar-16,17-Mar-17,58305,Vernon Hills,Illinois,15,"$12,530","$12,488",724,1
17-Mar-16,16-Mar-17,58064,San Francisco,California,35,"$21,480","$13,979","1,347",1
17-Mar-16,16-Mar-17,14559,Wilkes Barre,Pennsylvania,50,"$34,010","$29,011","2,188",0
17-Mar-16,16-Mar-17,58035,Charlotte,North Carolina,15,"$14,320","$9,675","1,331",1
17-Mar-16,16-Mar-17,58063,Palm Beach Gardens,Florida,35,"$23,270","$26,175","2,957",1
17-Mar-16,16-Mar-17,31815,New York,New York State,25,"$23,270","$19,089","1,727",1
17-Mar-16,16-Mar-17,58039,Salt Lake City,Utah,15,"$10,740","$11,877","1,145",1
17-Mar-16,16-Mar-17,58066,Riverside,California,15,"$10,740","$12,941","1,278",1
16-Mar-16,15-Mar-17,769,Havre de Grace,Maryland,25,"$26,850","$11,041",580,1
16-Mar-16,15-Mar-17,57942,Rohnert Park,California,20,"$17,900","$8,988",866,1
16-Mar-16,15-Mar-17,57941,na,na,15,"$26,850","$7,410",414,1
16-Mar-16,15-Mar-17,57937,Novato,California,20,"$14,320","$11,810","1,155",0
16-Mar-16,15-Mar-17,31920,Sturgeon Bay,Wisconsin,25,"$21,480","$17,635","2,063",1
16-Mar-16,15-Mar-17,31833,Athens,Attica,25,"$26,850","$17,936","2,090",1
16-Mar-16,15-Mar-17,57892,Vancouver,British Columbia,15,"$10,740","$12,477",885,1
16-Mar-16,15-Mar-17,57938,Dublin,Ohio,15,"$10,740","$16,321","1,003",1
16-Mar-16,15-Mar-17,57940,na,na,15,"$14,320","$17,472","1,140",1
15-Mar-16,14-Mar-17,31694,Melbourne,Florida,25,"$19,243","$10,426","1,261",0
15-Mar-16,14-Mar-17,57805,na,na,15,"$11,635","$9,367",895,0
15-Mar-16,14-Mar-17,57769,Orlando,Florida,15,"$13,425","$11,435","1,315",1
15-Mar-16,14-Mar-17,57796,Grapevine,Texas,15,"$12,530","$13,732","1,501",1
15-Mar-16,14-Mar-17,4468,Lewisville,Texas,25,"$16,155","$27,933","2,412",1
15-Mar-16,14-Mar-17,57797,San Jose,California,20,"$16,110","$27,499","1,794",1
14-Mar-16,13-Mar-17,57693,Los Angeles,California,15,"$10,740","$1,378",254,0
14-Mar-16,13-Mar-17,57748,Aurora,Illinois,25,"$16,110","$6,592",786,0
14-Mar-16,13-Mar-17,57679,Lake Forest,California,15,"$12,530","$7,292",444,1
14-Mar-16,13-Mar-17,57680,Colorado Springs,Colorado,15,"$21,480","$8,617","1,031",1
14-Mar-16,13-Mar-17,57675,Greensboro,North Carolina,20,"$16,110","$14,532","1,907",1
14-Mar-16,13-Mar-17,13710,Fresno,California,20,"$15,215","$15,605",926,0
14-Mar-16,13-Mar-17,57678,Port Charlotte,Florida,15,"$16,110","$18,595","1,191",0
13-Mar-16,12-Mar-17,8335,Overland Park,Kansas,25,"$21,480","$8,254",798,1
12-Mar-16,11-Mar-17,31662,Charlottesville,Virginia,25,"$17,900","$7,196",871,0
12-Mar-16,11-Mar-17,31667,na,na,25,"$17,898","$18,867",909,0
12-Mar-16,11-Mar-17,13266,San Francisco,California,25,"$26,850","$24,769","1,270",1
11-Mar-16,10-Mar-17,57516,Yonkers,New York State,15,"$16,110","$5,523",473,1
11-Mar-16,10-Mar-17,57534,Vancouver,Washington State,15,"$12,172","$5,925",819,1
11-Mar-16,10-Mar-17,31507,na,na,25,"$19,332","$11,231",817,1
11-Mar-16,10-Mar-17,57672,New York,New York State,15,"$10,740","$7,277",914,1
11-Mar-16,10-Mar-17,57532,Amsterdam,North Holland,15,"$10,740","$8,201",887,1
11-Mar-16,10-Mar-17,57525,San Francisco,California,75,"$51,910","$51,630","5,691",1
11-Mar-16,10-Mar-17,57533,Portland,Oregon,50,"$26,850","$37,474","3,311",0
11-Mar-16,10-Mar-17,57671,Vancouver,Washington State,25,"$21,480","$24,406","1,752",1
10-Mar-16,9-Mar-17,57511,Barcelona,Catalonia,15,"$10,740","$3,892",574,0
10-Mar-16,9-Mar-17,49157,Salinas,California,50,"$30,430","$23,707","2,311",0
10-Mar-16,9-Mar-17,14124,San Mateo,California,25,"$22,375","$12,366","1,419",1
10-Mar-16,9-Mar-17,13634,Johannesburg,Gauteng,125,"$69,810","$75,189","6,565",1
10-Mar-16,9-Mar-17,57411,Leetonia,Ohio,15,"$14,320","$9,595",834,1
10-Mar-16,9-Mar-17,14177,San Mateo,California,20,"$13,425","$20,987","1,473",1
10-Mar-16,9-Mar-17,14272,Calgary,Alberta,20,"$15,215","$20,737","1,291",1
10-Mar-16,9-Mar-17,57423,Seattle,Washington State,20,"$21,480","$8,080",680,0
10-Mar-16,9-Mar-17,57485,na,na,15,"$17,900","$21,769","1,424",1
9-Mar-16,8-Mar-17,57265,na,na,15,"$13,425",$481,48,0
9-Mar-16,8-Mar-17,31325,na,na,20,"$14,320","$2,973",437,1
9-Mar-16,8-Mar-17,57264,Toronto,Ontario,15,"$10,740","$4,248",468,1
9-Mar-16,8-Mar-17,18870,San Francisco,California,35,"$21,480","$10,432","1,416",0
9-Mar-16,8-Mar-17,57299,Burlington,Vermont,100,"$53,700","$37,197","5,620",0
9-Mar-16,8-Mar-17,57376,Washington,District of Columbia,15,"$10,740","$7,637",620,0
9-Mar-16,8-Mar-17,57294,Chicago,Illinois,20,"$16,110","$10,853","1,277",1
9-Mar-16,8-Mar-17,57296,Atlanta,Georgia,15,"$10,740","$9,937",896,0
9-Mar-16,8-Mar-17,57375,El Dorado Hills,California,35,"$26,850","$23,435","2,041",1
9-Mar-16,8-Mar-17,57260,Bloomington,Minnesota,25,"$17,900","$17,085","1,067",1
9-Mar-16,8-Mar-17,57295,Troy,Michigan,20,"$17,900","$16,440","1,708",1
8-Mar-16,7-Mar-17,57151,Mason,Ohio,15,"$10,740","$3,321",525,0
8-Mar-16,7-Mar-17,57141,Fairfax,Virginia,15,"$12,172","$7,909","1,036",1
8-Mar-16,7-Mar-17,57179,Miami,Florida,50,"$26,850","$30,513","2,221",0
7-Mar-16,6-Mar-17,57133,Alexandria,Virginia,25,"$17,900","$2,482",418,0
7-Mar-16,6-Mar-17,57132,Phoenix,Arizona,25,"$17,900","$18,588","1,805",0
7-Mar-16,6-Mar-17,57046,New York,New York State,15,"$10,740","$12,967",986,1
6-Mar-16,5-Mar-17,56997,Denver,Colorado,15,"$10,740",$528,44,0
6-Mar-16,5-Mar-17,14170,na,na,25,"$17,900","$17,583","1,459",1
6-Mar-16,5-Mar-17,31281,Atlanta,Georgia,35,"$25,060","$30,278","1,838",0
6-Mar-16,1-Oct-16,57016,Portland,Oregon,35,"$21,480","$19,820","1,817",0
5-Mar-16,4-Mar-17,31456,San Antonio,Texas,25,"$17,005","$15,393","1,592",1
4-Mar-16,3-Mar-17,31115,Orlando,Florida,15,"$11,635","$1,463",351,1
4-Mar-16,3-Mar-17,30940,Dayton,Ohio,25,"$17,005","$2,519",275,1
4-Mar-16,3-Mar-17,56873,Newport,Rhode Island,15,"$10,740","$3,226",421,1
4-Mar-16,3-Mar-17,31170,Fremont,California,15,"$11,635","$3,326",315,1
4-Mar-16,3-Mar-17,56880,Irving,Texas,15,"$12,530","$3,580",313,0
4-Mar-16,3-Mar-17,57000,Novato,California,15,"$11,635",$910,60,0
4-Mar-16,3-Mar-17,29735,Port Saint Lucie,Florida,50,"$37,590","$24,710","1,538",1
4-Mar-16,3-Mar-17,56885,Los Gatos,California,15,"$10,740","$8,946",931,1
4-Mar-16,3-Mar-17,31223,Tarrytown,New York State,20,"$20,585","$39,561","1,936",1
3-Mar-16,2-Mar-17,4596,Houston,Texas,25,"$28,640","$2,206",359,1
3-Mar-16,2-Mar-17,31176,Fort Washington,Pennsylvania,15,"$11,635","$5,450",567,1
3-Mar-16,2-Mar-17,56881,Geneva,Illinois,15,"$10,740","$7,149",698,1
3-Mar-16,2-Mar-17,31177,Dallas,Texas,15,"$11,635","$10,126",848,1
3-Mar-16,2-Mar-17,31084,Murray,Utah,25,"$16,110","$19,679","1,892",0
3-Mar-16,2-Mar-17,14270,Atlanta,Georgia,15,"$10,740","$11,848",842,0
3-Mar-16,28-Feb-17,56470,na,na,15,"$10,740","$13,996","1,051",0
3-Mar-16,2-Mar-17,56844,Chicago,Illinois,15,"$14,320","$14,806","1,226",1
3-Mar-16,2-Mar-17,31047,New York,New York State,25,"$19,690","$33,171","2,304",1
2-Mar-16,1-Mar-17,56651,Toronto,Ontario,15,"$13,425","$5,401",600,1
2-Mar-16,1-Mar-17,30996,na,na,25,"$30,430","$7,610",712,0
2-Mar-16,1-Mar-17,56654,na,na,15,"$10,740","$10,675",861,1
2-Mar-16,1-Mar-17,4074,Katy,Texas,25,"$21,480","$18,989","1,449",0
2-Mar-16,1-Mar-17,56679,na,na,15,"$12,530","$15,493","1,102",1
1-Mar-16,21-Sep-16,56567,Research Triangle Park,North Carolina,15,"$12,530",$37,5,0
1-Mar-16,28-Feb-17,56575,Chicago,Illinois,15,"$10,740",$653,89,1
1-Mar-16,28-Feb-17,12560,na,na,25,"$16,110","$3,847",420,0
1-Mar-16,30-Jun-16,55424,Fort Washington,Pennsylvania,100,"$17,900","$6,748",993,0
1-Mar-16,28-Feb-17,56652,Marietta,Georgia,15,"$10,740","$3,046",334,1
1-Mar-16,28-Feb-17,6474,Glen Avon,California,25,"$16,110","$6,075",663,0
1-Mar-16,31-Dec-16,14265,The Woodlands,Texas,20,"$10,740","$4,208",289,0
1-Mar-16,28-Feb-17,12606,Singapore,0,20,"$17,900","$6,427","1,523",1
1-Mar-16,28-Feb-17,56655,Cincinnati,Ohio,75,"$40,275","$25,791","3,340",0
1-Mar-16,28-Feb-17,53918,na,na,75,"$40,275","$33,207","2,719",1
1-Mar-16,28-Feb-17,56542,San Francisco,California,15,"$10,740","$6,657",859,1
1-Mar-16,28-Feb-17,12717,Chicago,Illinois,15,"$16,110","$8,274","1,119",1
1-Mar-16,28-Feb-17,56578,Hagerstown,Maryland,15,"$11,635","$10,500","1,149",1
1-Mar-16,28-Feb-17,4415,Santiago,Santiago Metropolitan Region,35,"$32,220","$25,529","2,505",1
1-Mar-16,31-Jan-17,19012,New Orleans,Louisiana,75,"$57,280","$51,000","4,474",1
1-Mar-16,28-Feb-17,5212,Franklin,Texas,25,"$23,270","$19,610","2,008",0
1-Mar-16,28-Feb-17,475,na,na,25,"$27,745","$23,565","2,191",1
1-Mar-16,28-Feb-17,56583,Vancouver,British Columbia,15,"$16,110","$15,633","1,205",1
1-Mar-16,28-Feb-17,14243,Paris,Ile-de-France,35,"$24,165","$47,604","2,696",1
1-Mar-16,28-Feb-17,330,Richmond,British Columbia,35,"$22,375","$55,392","3,052",1
1-Mar-16,31-Mar-16,509,na,na,25,"$2,685","$3,540",280,1
1-Mar-16,28-Feb-17,12710,Norwalk,Connecticut,20,"$16,110","$38,269","2,343",1
29-Feb-16,28-Feb-17,56420,na,na,35,"$21,480","$4,087","1,183",1
29-Feb-16,28-Feb-17,708,Vaughan,Ontario,50,"$33,563","$11,002",846,0
29-Feb-16,28-Feb-17,56483,New York,New York State,25,"$17,900","$6,396",942,0
29-Feb-16,28-Feb-17,56459,Miami,Florida,15,"$11,635","$4,284",464,0
29-Feb-16,28-Feb-17,56453,San Jose,California,15,"$10,740","$4,578",493,1
29-Feb-16,28-Feb-17,56466,Salt Lake City,Utah,15,"$10,740","$5,117",517,1
29-Feb-16,28-Feb-17,56463,na,na,35,"$21,480","$8,950",690,0
29-Feb-16,28-Feb-17,56467,na,na,25,"$16,110","$14,101","1,446",1
29-Feb-16,28-Feb-17,42441,Vancouver,British Columbia,50,"$28,354","$30,940","2,377",1
29-Feb-16,28-Feb-17,817,na,na,20,"$14,320","$13,545","1,364",0
29-Feb-16,28-Feb-17,56450,Washington,District of Columbia,15,"$13,425","$11,753",808,1
29-Feb-16,28-Feb-17,42472,na,na,75,"$47,435","$65,698","5,124",0
29-Feb-16,28-Feb-17,14167,Kolkata,West Bengal,35,"$23,270","$31,305","2,125",0
29-Feb-16,28-Feb-17,56451,Pasadena,California,35,"$26,850","$32,395","1,880",1
29-Feb-16,28-Feb-17,56457,na,na,35,"$21,480","$33,891","3,032",0
29-Feb-16,28-Feb-17,56456,San Diego,California,25,"$17,005","$24,682","2,572",1
29-Feb-16,28-Feb-17,56452,Delray Beach,Florida,15,"$17,900","$15,899","1,036",0
28-Feb-16,27-Feb-17,51362,Santa Clara,California,50,"$26,850","$16,969","1,198",0
28-Feb-16,27-Feb-17,11893,Baar,Zug,35,"$26,850","$20,544","2,420",1
28-Feb-16,27-Feb-17,42315,na,na,75,"$53,700","$45,809","3,549",1
28-Feb-16,27-Feb-17,51518,na,na,35,"$26,850","$22,196","1,740",1
28-Feb-16,27-Feb-17,30934,Orlando,Florida,25,"$26,850","$22,838","2,769",0
28-Feb-16,27-Feb-17,13118,Monrovia,California,25,"$22,375","$27,080","2,035",1
28-Feb-16,27-Feb-17,28374,Chicago,Illinois,50,"$26,850","$55,137","3,428",1
27-Feb-16,26-Feb-17,30875,na,na,25,"$17,900","$7,223",841,0
27-Feb-16,26-Feb-17,30894,Atlanta,Georgia,25,"$17,005","$12,412","1,072",0
26-Feb-16,25-Feb-17,22092,San Jose,California,50,"$37,590","$14,353","2,444",1
26-Feb-16,25-Feb-17,56419,Flint,Michigan,25,"$21,480","$7,955",902,1
26-Feb-16,25-Feb-17,56297,Newark,New Jersey,15,"$10,740","$4,932",275,0
26-Feb-16,25-Feb-17,56308,Los Angeles,California,35,"$21,480","$13,061","1,675",1
26-Feb-16,25-Feb-17,56291,na,na,15,"$10,740","$6,422",668,1
26-Feb-16,25-Feb-17,56277,Chapel Hill,North Carolina,20,"$13,425","$11,347","1,376",0
26-Feb-16,25-Feb-17,56284,Louisville,Kentucky,15,"$13,425","$16,783","1,340",1
25-Feb-16,24-Feb-17,4350,Greenwich,Connecticut,25,"$26,850",$19,1,0
25-Feb-16,24-Feb-17,10431,Bothell,Washington State,15,"$11,635",$721,82,1
25-Feb-16,24-Feb-17,56215,Millbrae,California,15,"$10,740","$1,103",119,0
25-Feb-16,24-Feb-17,56200,Melbourne,Florida,15,"$10,740","$3,593",349,1
25-Feb-16,24-Feb-17,56213,Seattle,Washington State,15,"$10,740","$4,769",672,1
25-Feb-16,24-Feb-17,56217,Fort Lauderdale,Florida,15,"$10,740","$5,277",381,0
25-Feb-16,24-Feb-17,30677,San Diego,California,35,"$21,480","$15,407","1,519",1
25-Feb-16,24-Feb-17,56201,na,na,20,"$14,320","$9,063",754,1
25-Feb-16,24-Feb-17,13715,Freeport,New York State,25,"$16,110","$13,140","1,656",0
25-Feb-16,24-Feb-17,13096,na,na,50,"$32,220","$33,558","1,819",1
25-Feb-16,24-Feb-17,30689,na,na,25,"$21,480","$17,564","1,537",1
25-Feb-16,24-Feb-17,56198,San Diego,California,35,"$21,480","$25,392","2,173",1
25-Feb-16,24-Feb-17,54782,Cottonwood Heights,Utah,15,"$12,530","$11,606","1,469",0
25-Feb-16,24-Feb-17,30587,San Mateo,California,25,"$16,110","$19,765","2,011",1
25-Feb-16,24-Feb-17,56197,El Cajon,California,15,"$13,425","$3,209",292,1
25-Feb-16,24-Feb-17,56218,na,na,15,"$10,740","$12,415","1,184",1
25-Feb-16,31-Dec-16,3974,McLean,Virginia,150,"$75,449","$126,706","9,785",1
25-Feb-16,24-Feb-17,11701,na,na,50,"$44,750","$54,269","4,622",0
25-Feb-16,24-Feb-17,56264,Lisle,Illinois,15,"$14,320","$18,276","1,208",0
25-Feb-16,24-Feb-17,30616,na,na,25,"$17,900","$39,932","1,654",0
24-Feb-16,23-Feb-17,12692,Boston,Massachusetts,25,"$21,480","$1,156",96,0
24-Feb-16,23-Feb-17,56268,Avon,Colorado,100,"$58,891","$21,801","2,800",0
24-Feb-16,23-Feb-17,30532,Chicago,Illinois,25,"$16,110","$7,265",993,1
24-Feb-16,23-Feb-17,30174,Irvine,California,50,"$32,220","$19,723","1,458",1
24-Feb-16,23-Feb-17,56177,Macomb,Michigan,25,"$17,900","$12,700","1,337",1
24-Feb-16,23-Feb-17,30471,Aptos,California,25,"$19,690","$13,972","1,137",1
24-Feb-16,23-Feb-17,30468,Washington,District of Columbia,25,"$19,690","$16,652","1,288",0
24-Feb-16,23-Feb-17,30611,na,na,25,"$25,060","$22,042","2,072",1
24-Feb-16,23-Feb-17,56070,San Jose,California,15,"$14,320","$25,233","1,605",1
24-Feb-16,23-Feb-17,30670,Austin,Texas,35,"$29,535","$67,417","3,765",1
23-Feb-16,22-Feb-17,55957,Auburn Hills,Michigan,15,"$10,740",$21,2,0
23-Feb-16,22-Feb-17,30449,Saint-Laurent,Quebec,50,"$32,220","$12,127",744,1
23-Feb-16,22-Feb-17,13119,Patchogue,New York State,25,"$17,095","$7,512",536,0
23-Feb-16,22-Feb-17,55935,Coronado,California,20,"$16,110","$14,035",966,0
23-Feb-16,22-Feb-17,30477,na,na,25,"$16,110","$18,991","1,442",1
23-Feb-16,22-Feb-17,55934,Sheffield,England,15,"$14,320","$13,091",864,0
23-Feb-16,22-Feb-17,56137,na,na,15,"$17,005","$15,173","1,090",1
23-Feb-16,22-Feb-17,56033,Grand Island,Nebraska,15,"$10,740",$177,17,0
23-Feb-16,22-Feb-17,27504,na,na,75,"$49,225","$89,666","4,923",1
22-Feb-16,26-Jun-16,44671,Buffalo,New York State,15,"$10,740",$997,281,0
22-Feb-16,21-Feb-17,55899,Redwood Shores,California,15,"$10,740","$4,401",380,0
22-Feb-16,21-Feb-17,55827,Austin,Texas,100,"$75,180","$34,561","5,900",1
22-Feb-16,21-Feb-17,55809,Naples,Florida,15,"$13,425","$6,921",869,1
22-Feb-16,21-Feb-17,55808,West Chester,Pennsylvania,20,"$14,320","$10,454","1,150",1
22-Feb-16,21-Feb-17,55890,Plymouth,Minnesota,15,"$10,740","$11,661","1,100",1
22-Feb-16,21-Feb-17,55818,Honolulu,Hawaii,75,"$42,960","$78,525","4,562",1
21-Feb-16,20-Feb-17,5198,Saint Louis,Missouri,100,"$105,610","$101,405","6,072",0
20-Feb-16,19-Feb-17,7975,Seattle,Washington State,25,"$21,480","$24,892","1,724",1
20-Feb-16,19-Feb-17,30443,na,na,50,"$40,275","$49,306","3,456",1
20-Feb-16,19-Feb-17,30445,New York,New York State,25,"$21,480","$26,130","1,386",1
20-Feb-16,19-Feb-17,7588,Louisville,Kentucky,25,"$24,165","$26,891","1,615",1
20-Feb-16,19-Feb-17,22904,Leawood,Kansas,25,"$42,960","$37,921","2,515",1
19-Feb-16,18-Feb-17,55805,na,na,15,"$10,740","$2,720",356,0
19-Feb-16,18-Feb-17,41633,Detroit,Michigan,50,"$26,850","$14,568","2,877",0
19-Feb-16,18-Feb-17,13711,Bengaluru,Karnataka,50,"$35,800","$20,155","1,539",1
19-Feb-16,18-Feb-17,55767,East Hartford,Connecticut,75,"$44,750","$33,912","3,892",1
19-Feb-16,18-Feb-17,18100,Bowie,Maryland,75,"$57,280","$43,676","5,570",1
19-Feb-16,18-Mar-17,55634,Auburn Hills,Michigan,15,"$11,635","$10,211",977,1
19-Feb-16,18-Feb-17,760,Orange Park,Florida,50,"$29,535","$36,399","2,783",0
19-Feb-16,18-Feb-17,55645,Pittsburgh,Pennsylvania,15,"$14,320","$12,069","1,455",1
19-Feb-16,18-Feb-17,3919,Green Bay,Wisconsin,125,"$87,710","$110,875","8,126",1
18-Feb-16,17-Feb-17,4890,Valencia,California,35,"$26,850","$6,011","1,175",0
18-Feb-16,17-Feb-17,55502,Stamford,Connecticut,15,"$14,320","$16,953","2,229",0
18-Feb-16,17-Feb-17,12952,na,na,25,"$24,165","$28,637","3,136",1
18-Feb-16,17-Feb-17,55548,Miami Beach,Florida,15,"$21,480","$18,461","1,008",1
17-Feb-16,16-Feb-17,55488,na,na,20,"$13,425","$10,606",791,1
17-Feb-16,16-Feb-17,55492,Greenwood Village,Colorado,15,"$10,740","$9,466",597,0
17-Feb-16,16-Feb-17,30255,Lawrenceville,Georgia,25,"$16,110","$15,885","1,171",1
17-Feb-16,16-Feb-17,13501,Hartford,Connecticut,25,"$17,900","$17,190","1,243",1
17-Feb-16,16-Feb-17,55421,Fort Myers,Florida,20,"$16,110","$15,585","1,297",1
17-Feb-16,16-Feb-17,55485,na,na,25,"$16,110","$20,644","1,944",0
17-Feb-16,16-Feb-17,55432,na,na,15,"$10,740","$15,966",969,0
16-Feb-16,15-Feb-17,55316,Lindenwold,New Jersey,35,"$24,165","$9,155",993,1
16-Feb-16,15-Feb-17,55317,Nahunta,Georgia,75,"$40,275","$25,182","1,536",1
16-Feb-16,15-Feb-17,55311,Murrieta,California,25,"$21,480","$12,828","1,250",0
16-Feb-16,15-Feb-17,55313,Oakland,California,15,"$11,635","$24,753","1,702",1
15-Feb-16,14-Feb-17,55255,na,na,25,"$16,110",$443,66,1
15-Feb-16,14-Feb-17,618,Los Angeles,California,50,"$34,261","$31,002","3,687",1
15-Feb-16,14-Feb-17,11541,Pine Castle,Florida,25,"$18,795","$22,530","1,493",1
15-Feb-16,14-Feb-17,55195,Richfield,Ohio,15,"$10,740","$15,569",814,0
15-Feb-16,14-Feb-17,12070,Laguna Hills,California,25,"$17,900","$32,628","1,780",1
13-Feb-16,12-Feb-17,12139,East Orange,New Jersey,100,"$56,385","$45,936","4,987",0
13-Feb-16,12-Feb-17,30239,na,na,50,"$26,850","$43,014","3,094",1
12-Feb-16,11-Aug-16,55067,Orlando,Florida,15,"$10,740","$2,140",309,0
12-Feb-16,11-Feb-17,55264,Bala Cynwyd,Pennsylvania,25,"$16,110","$8,145",692,0
12-Feb-16,11-Feb-17,55033,Chico,California,15,"$10,740","$7,463",795,1
12-Feb-16,11-Feb-17,55068,na,na,15,"$14,320","$8,218",656,1
12-Feb-16,11-Feb-17,55040,New Delhi,Delhi,25,"$17,900","$14,246",887,1
12-Feb-16,11-Feb-17,12453,New York,New York State,35,"$21,480","$21,150","2,569",1
12-Feb-16,11-Feb-17,4558,Chicago,Illinois,35,"$21,480","$23,742","2,170",1
12-Feb-16,11-Feb-17,55053,na,na,15,"$17,900","$2,063",169,1
11-Feb-16,10-Feb-17,55032,Clifton Heights,Pennsylvania,15,"$12,530","$1,535",147,1
11-Feb-16,10-Feb-17,54951,na,na,25,"$16,110","$14,036","1,717",0
11-Feb-16,10-Feb-17,9125,Norfolk,Virginia,50,"$33,563","$36,809","3,443",1
11-Feb-16,10-Mar-17,29586,na,na,50,"$31,325","$45,759","4,371",1
11-Feb-16,10-Feb-17,55034,Middleton,Wisconsin,15,"$10,740","$13,882","1,210",1
11-Feb-16,10-Feb-17,55029,Oakbrook Terrace,Illinois,25,"$21,480","$25,020","1,866",1
11-Feb-16,10-Feb-17,4231,Cookeville,Tennessee,25,"$21,480","$30,612","2,883",1
11-Feb-16,10-Feb-17,54985,West Conshohocken,Pennsylvania,15,"$12,530","$25,956","1,699",1
10-Feb-16,9-Feb-17,11365,Broomfield,Colorado,25,"$35,800","$3,685",323,1
10-Feb-16,9-Feb-17,54883,Milford,Ohio,15,"$12,530","$3,003",180,0
